title	Type	Label	Cost Normal	Cost Hyper	Cost Another	SP DJ Points	DP DJ Points	SPB Unlocked	SPB Rating	SPB Lamp	SPB Letter	SPB EX Score	SPB Miss Count	SPB Note Count	SPB DJ Points	SPN Unlocked	SPN Rating	SPN Lamp	SPN Letter	SPN EX Score	SPN Miss Count	SPN Note Count	SPN DJ Points	SPH Unlocked	SPH Rating	SPH Lamp	SPH Letter	SPH EX Score	SPH Miss Count	SPH Note Count	SPH DJ Points	SPA Unlocked	SPA Rating	SPA Lamp	SPA Letter	SPA EX Score	SPA Miss Count	SPA Note Count	SPA DJ Points	SPL Unlocked	SPL Rating	SPL Lamp	SPL Letter	SPL EX Score	SPL Miss Count	SPL Note Count	SPL DJ Points	DPN Unlocked	DPN Rating	DPN Lamp	DPN Letter	DPN EX Score	DPN Miss Count	DPN Note Count	DPN DJ Points	DPH Unlocked	DPH Rating	DPH Lamp	DPH Letter	DPH EX Score	DPH Miss Count	DPH Note Count	DPH DJ Points	DPA Unlocked	DPA Rating	DPA Lamp	DPA Letter	DPA EX Score	DPA Miss Count	DPA Note Count	DPA DJ Points	DPL Unlocked	DPL Rating	DPL Lamp	DPL Letter	DPL EX Score	DPL Miss Count	DPL Note Count	DPL DJ Points
INSOMNIA	Base	Base	0	0	0	22.498	0									TRUE	4	NP	F	0	-	407		TRUE	8	EX	AA	1607	4	938	2.24980000E+001	TRUE	12	F	B	2051	170	1661										TRUE	4	NP	F	0	-	443		TRUE	8	NP	F	0	-	991		TRUE	12	NP	F	0	-	1722										
RISE	Sub	SPA2	0	0	0	20.79	0									TRUE	5	NP	F	0	-	480		TRUE	8	FC	AA	1195	0	701		TRUE	10	EX	AA	1485	15	951	2.07900000E+001									TRUE	5	NP	F	0	-	496		TRUE	8	NP	F	0	-	732		TRUE	10	NP	F	0	-	1038										
Give Me Your Love	Sub	SPA2	0	0	0	23.229	0									TRUE	4	NP	F	0	-	331		TRUE	7	NP	F	0	-	696		TRUE	9	FC	AA	1602	0	946	2.32290000E+001									TRUE	4	NP	F	0	-	415		TRUE	7	NP	F	0	-	686		TRUE	10	NP	F	0	-	1027										
ALBA -黎明-	Sub	SPA1	0	0	0	30.381	0									TRUE	5	NP	F	0	-	330		TRUE	8	FC	AA	1385	0	787		TRUE	11	HC	A	2337	39	1631	3.03810000E+001									TRUE	4	NP	F	0	-	398		TRUE	8	NP	F	0	-	820		TRUE	11	NP	F	0	-	1600										
お願いアインシュタイン	Sub	SPA2	0	0	0	25.752	0									TRUE	5	NP	F	0	-	457		TRUE	8	FC	AA	1310	4	753		TRUE	10	FC	AA	1776	4	1066	2.57520000E+001									TRUE	5	NP	F	0	-	437		TRUE	8	NP	F	0	-	736		TRUE	10	NP	F	0	-	1041										
diagram	Sub	SPA2	0	0	0	26.988	0									TRUE	3	NP	F	0	-	318		TRUE	7	NP	F	0	-	660		TRUE	11	HC	A	2076	39	1461	2.69880000E+001									TRUE	4	NP	F	0	-	400		TRUE	7	NP	F	0	-	636		TRUE	11	NP	F	0	-	1419										
refractive index	Sub	SPA1	0	0	0	27.54	0									TRUE	3	NP	F	0	-	374		TRUE	7	NP	F	0	-	731		TRUE	11	EX	A	2040	15	1360	2.75400000E+001									TRUE	4	NP	F	0	-	405		TRUE	7	NP	F	0	-	761		TRUE	11	NP	F	0	-	1415										
Hypersonik	Sub	SPA1	0	0	0	30.3195	0									TRUE	5	NP	F	0	-	521		TRUE	8	FC	AA	1523	0	878		TRUE	10	FC	AA	2091	7	1272	3.03195000E+001									TRUE	5	NP	F	0	-	544		TRUE	8	NP	F	0	-	897		TRUE	11	NP	F	0	-	1252										
Last Dance	Sub	SPA2	0	0	0	21.1275	0									TRUE	6	NP	F	0	-	616		TRUE	10	EX	A	1565	11	1040	2.11275000E+001	TRUE	12	NC	B	1914	83	1650										TRUE	6	NP	F	0	-	614		TRUE	10	NP	F	0	-	1137		TRUE	12	NP	F	0	-	1678										
All is Wrecked	Sub	SPA1	0	0	0	23.543	0									TRUE	5	NP	F	0	-	465		TRUE	8	FC	AA	1257	3	754		TRUE	11	HC	A	1811	34	1289	2.35430000E+001									TRUE	5	NP	F	0	-	451		TRUE	8	NP	F	0	-	768		TRUE	12	NP	F	0	-	1411										
ra'am	Bits	Bits	7500	10000	12000	19.578	0									TRUE	8	EX	A	993	12	653		TRUE	10	HC	A	1506	32	1003	1.95780000E+001	TRUE	12	NP	F	0	-	1461										TRUE	7	NP	F	0	-	722		TRUE	10	NP	F	0	-	1067		TRUE	12	NP	F	0	-	1500										
疾風迅雷	Bits	Bits	6000	10000	12000	23.534	0									FALSE	6	NP	F	0	-	592		TRUE	10	EX	AA	1681	5	1078	2.35340000E+001	TRUE	12	NC	B	1977	69	1493		TRUE	12	NP	F	0	-	1824		FALSE	6	NP	F	0	-	556		TRUE	10	NP	F	0	-	1154		TRUE	12	NP	F	0	-	1670		TRUE	12	NP	F	0	-	1764		
Immortal	Sub	SPA1	0	0	0	20.412	0									TRUE	5	NP	F	0	-	483		TRUE	9	EX	AA	1458	10	902	2.04120000E+001	TRUE	12	NP	F	0	-	1607										TRUE	6	NP	F	0	-	535		TRUE	10	NP	F	0	-	993		TRUE	12	NP	F	0	-	1592										
Verflucht	Sub	SPA2	0	0	0	21.6675	0									TRUE	6	NP	F	0	-	647		TRUE	10	EX	A	1605	12	1081	2.16675000E+001	TRUE	12	NP	F	0	-	1805		TRUE	12	NP	F	0	-	2401		TRUE	7	NP	F	0	-	643		TRUE	10	NP	F	0	-	1094		TRUE	12	NP	F	0	-	1949		TRUE	12	NP	F	0	-	2093		
BRAVE OUT	Sub	SPA1	0	0	0	24.92	0									TRUE	5	NP	F	0	-	528		TRUE	8	FC	AA	1333	2	773		TRUE	10	EX	AA	1780	6	1091	2.49200000E+001									TRUE	5	NP	F	0	-	520		TRUE	9	NP	F	0	-	912		TRUE	11	NP	F	0	-	1264										
Feel The Beat	Bits	Bits	6500	9500	11500	28.488	0									FALSE	7	NP	F	0	-	689		TRUE	10	EX	A	1696	5	1129		TRUE	12	HC	B	2374	58	1830	2.84880000E+001	TRUE	12	NP	F	0	-	2225		FALSE	6	NP	F	0	-	578		TRUE	9	NP	F	0	-	1049		TRUE	11	NP	F	0	-	1628		TRUE	12	NP	F	0	-	1879		
Pharaoh	Sub	SPA2	0	0	0	23.6115	0									TRUE	3	NP	F	0	-	331		TRUE	8	FC	AA	1219	3	727		TRUE	11	EX	A	1749	13	1242	2.36115000E+001									TRUE	3	NP	F	0	-	338		TRUE	8	NP	F	0	-	634		TRUE	9	NP	F	0	-	794										
Shattered control	Sub	SPA2	0	0	0	22.653	0									TRUE	4	NP	F	0	-	350		TRUE	8	FC	AA	1283	0	781		TRUE	10	EX	A	1678	6	1107	2.26530000E+001									TRUE	4	NP	F	0	-	350		TRUE	8	NP	F	0	-	786		TRUE	10	NP	F	0	-	1157										
I will be back -オレは帰ってきた-	Sub	SPA1	0	0	0	23.34	0									TRUE	6	NP	F	0	-	516		TRUE	9	EX	AA	1611	13	1012		TRUE	11	HC	B	1945	54	1492	2.33400000E+001									TRUE	6	NP	F	0	-	544		TRUE	10	NP	F	0	-	1086		TRUE	12	NP	F	0	-	1512										
Smug Face -どうだ、オレの生き様は- (ONLY ONE EDITION)	Sub	SPA2	0	0	0	24.232	0									TRUE	6	NP	F	0	-	576		TRUE	9	EX	AA	1659	2	1025		TRUE	11	HC	A	1864	30	1334	2.42320000E+001									TRUE	6	NP	F	0	-	584		TRUE	9	NP	F	0	-	984		TRUE	11	NP	F	0	-	1362										
アルストロメリア	Base	Base	0	0	0	28.7	0	TRUE	1	NP	F	0	-	109		TRUE	5	NP	F	0	-	495		TRUE	8	FC	AA	1374	1	804		TRUE	10	EX	AA	2050	4	1254	2.87000000E+001									TRUE	5	NP	F	0	-	482		TRUE	8	NP	F	0	-	852		TRUE	10	NP	F	0	-	1296										
Sigmund	Bits	Bits	7000	10000	12000	24.489	0									FALSE	7	NP	F	0	-	806		TRUE	10	EX	A	1814	4	1228	2.44890000E+001	TRUE	12	F	C	2090	273	2029		TRUE	12	NP	F	0	-	2267		FALSE	7	NP	F	0	-	778		TRUE	10	NP	F	0	-	1341		TRUE	12	NP	F	0	-	2073		TRUE	12	NP	F	0	-	2255		
ÆTHER	Sub	SPA1	0	0	0	26.208	0									TRUE	5	NP	F	0	-	514		TRUE	8	FC	AA	1391	3	833		TRUE	11	HC	A	2016	39	1440	2.62080000E+001									TRUE	5	NP	F	0	-	542		TRUE	8	NP	F	0	-	839		TRUE	11	NP	F	0	-	1385										
M.D.Injection	Sub	SPA1	0	0	0	25.2315	0									TRUE	3	NP	F	0	-	301		TRUE	6	NP	F	0	-	626		TRUE	10	EX	A	1869	10	1231	2.52315000E+001	TRUE	12	NC	B	2107	81	1716		TRUE	5	NP	F	0	-	412		TRUE	8	NP	F	0	-	691		TRUE	11	NP	F	0	-	1259		TRUE	12	NP	F	0	-	1690		
VOX UP	Bits	Bits	7500	11000	12000	23.976	0									TRUE	8	EX	AA	1223	6	754		TRUE	11	NC	A	1998	85	1473	2.39760000E+001	TRUE	12	F	C	2047	224	1870										TRUE	7	NP	F	0	-	726		TRUE	11	NP	F	0	-	1437		TRUE	12	NP	F	0	-	1855										
BRAINSTORM	Sub	SPA2	0	0	0	26.286	0									TRUE	4	NP	F	0	-	386		TRUE	10	EX	A	1591	13	1032		TRUE	11	HC	A	2022	38	1449	2.62860000E+001									TRUE	6	NP	F	0	-	633		TRUE	10	NP	F	0	-	1204		TRUE	12	NP	F	0	-	1495										
Recollection	Sub	SPA2	0	0	0	27.132	0									TRUE	5	NP	F	0	-	597		TRUE	7	NP	F	0	-	883		TRUE	9	EX	AA	1938	11	1118	2.71320000E+001									TRUE	6	NP	F	0	-	598		TRUE	7	NP	F	0	-	880		TRUE	8	NP	F	0	-	1104										
Claiomh Solais	Sub	SPA1	0	0	0	26.4335	0									TRUE	2	NP	F	0	-	173		TRUE	6	NP	F	0	-	723		TRUE	9	FC	AA	1823	4	1052	2.64335000E+001									TRUE	2	NP	F	0	-	265		TRUE	8	NP	F	0	-	843		TRUE	10	NP	F	0	-	1175										
Unicorn tail	Bits	Bits	5000	9000	11500	30.615	0									FALSE	5	NP	F	0	-	438		TRUE	9	EX	AA	1794	12	1046		TRUE	11	HC	A	2355	54	1605	3.06150000E+001									FALSE	5	NP	F	0	-	438		TRUE	9	NP	F	0	-	1050		TRUE	12	NP	F	0	-	1833										
RIZING YOU UP	Bits	Bits	7000	9500	11000	29.302	0									FALSE	6	NP	F	0	-	537		TRUE	9	EX	AA	1904	4	1080		TRUE	10	EX	AA	2093	16	1295	2.93020000E+001									FALSE	8	NP	F	0	-	780		TRUE	10	NP	F	0	-	1313		TRUE	12	NP	F	0	-	1680										
THE DETONATOR	Bits	Bits	7500	9500	10500	30.55	0									FALSE	7	NP	F	0	-	836		TRUE	10	EX	A	1931	14	1284		TRUE	11	HC	A	2350	46	1636	3.05500000E+001									FALSE	8	NP	F	0	-	985		TRUE	9	NP	F	0	-	1156		TRUE	10	NP	F	0	-	1570										
Ancient Scapes	Sub	SPA1	0	0	0	23.7825	0									TRUE	6	NP	F	0	-	602		TRUE	10	EX	A	1535	18	1073		TRUE	12	EC	B	2265	61	1780	2.37825000E+001	TRUE	12	NP	F	0	-	2198		TRUE	6	NP	F	0	-	637		TRUE	10	NP	F	0	-	1254		TRUE	12	NP	F	0	-	1931		TRUE	12	NP	F	0	-	2285		
Votum stellarum -Hommarju Remix-	Base	Base	0	0	0	21.552	0									TRUE	6	NP	F	0	-	550		TRUE	9	EX	AA	1517	4	955		TRUE	11	HC	B	1796	38	1384	2.15520000E+001									TRUE	6	NP	F	0	-	543		TRUE	9	NP	F	0	-	980		TRUE	12	NP	F	0	-	1414										
NEMESIS -gratitude remix- IIDX Edition	Sub	SPA2	0	0	0	21.126	0									TRUE	6	NP	F	0	-	533		TRUE	9	EX	AA	1509	7	925	2.11260000E+001	TRUE	11	HC	B	1740	38	1364										TRUE	6	NP	F	0	-	531		TRUE	10	NP	F	0	-	1089		TRUE	11	NP	F	0	-	1337										
invoker	Bits	Bits	5500	9500	12000	28.262	0									FALSE	5	NP	F	0	-	569		TRUE	9	EX	AA	1670	8	1009		TRUE	12	HC	A	2174	42	1624	2.82620000E+001	TRUE	12	NP	F	0	-	1851		FALSE	6	NP	F	0	-	579		TRUE	10	NP	F	0	-	1242		TRUE	12	NP	F	0	-	1659		TRUE	12	NP	F	0	-	1773		
Stella Sinistra	Sub	SPA2	0	0	0	23.582	0									TRUE	3	NP	F	0	-	283		TRUE	7	NP	F	0	-	708		TRUE	11	HC	A	1814	31	1279	2.35820000E+001									TRUE	5	NP	F	0	-	436		TRUE	9	NP	F	0	-	732		TRUE	12	NP	F	0	-	1351										
マインド・ゲーム	Sub	SPA1	0	0	0	28.112	0									TRUE	4	NP	F	0	-	467		TRUE	8	FC	AA	1454	1	840		TRUE	11	EX	AA	2008	10	1243	2.81120000E+001									TRUE	5	NP	F	0	-	467		TRUE	8	NP	F	0	-	870		TRUE	10	NP	F	0	-	1256										
PUNISHER	Bits	Bits	5000	9000	12000	25.8245	0									FALSE	5	NP	F	0	-	583		TRUE	9	FC	AA	1781	3	1081	2.58245000E+001	TRUE	12	NC	B	2321	75	1812										FALSE	5	NP	F	0	-	594		TRUE	9	NP	F	0	-	1107		TRUE	12	NP	F	0	-	1830										
HYENA	Sub	SPA2	0	0	0	24.947	0									TRUE	6	NP	F	0	-	608		TRUE	9	EX	AA	1624	7	1026		TRUE	11	HC	A	1919	28	1434	2.49470000E+001									TRUE	5	NP	F	0	-	531		TRUE	8	NP	F	0	-	943		TRUE	11	NP	F	0	-	1433										
Squeeze	Sub	SPA2	0	0	0	23.652	0									TRUE	5	NP	F	0	-	432		TRUE	8	FC	AA	1245	0	745		TRUE	11	EX	A	1752	20	1257	2.36520000E+001									TRUE	5	NP	F	0	-	478		TRUE	8	NP	F	0	-	864		TRUE	11	NP	F	0	-	1250										
デッドボヲルdeホームラン	Bits	Bits	3500	9000	11000	25.792	0									FALSE	3	NP	F	0	-	318		TRUE	9	FC	AA	1337	2	846		TRUE	11	HC	A	1984	34	1417	2.57920000E+001									FALSE	4	NP	F	0	-	388		TRUE	9	NP	F	0	-	989		TRUE	11	NP	F	0	-	1447										
野球の遊び方 そしてその歴史 ～決定版～	Sub	SPA1	0	0	0	25.256	0									TRUE	3	NP	F	0	-	343		TRUE	7	NP	F	0	-	758		TRUE	10	EX	AA	1804	6	1159	2.52560000E+001									TRUE	3	NP	F	0	-	449		TRUE	7	NP	F	0	-	851		TRUE	10	NP	F	0	-	1124										
轟け！恋のビーンボール！！	Sub	TRI2	0	0	0	23.198	0									TRUE	6	NP	F	0	-	541		TRUE	10	EX	AA	1657	5	1012	2.31980000E+001	TRUE	12	F	B	2043	155	1834										TRUE	6	NP	F	0	-	596		TRUE	10	NP	F	0	-	1116		TRUE	12	NP	F	0	-	1774										
IX	Sub	SPA1	0	0	0	25.218	0									TRUE	6	NP	F	0	-	658		TRUE	11	EX	A	1868	21	1247	2.52180000E+001	TRUE	12	F	C	2112	244	2007										TRUE	6	NP	F	0	-	694		TRUE	11	NP	F	0	-	1382		TRUE	12	NP	F	0	-	2097										
Engraved Mark	Sub	SPA1	0	0	0	23.571	0									TRUE	4	NP	F	0	-	413		TRUE	8	FC	AA	1131	4	700		TRUE	11	EX	A	1746	12	1222	2.35710000E+001									TRUE	4	NP	F	0	-	430		TRUE	8	NP	F	0	-	713		TRUE	11	NP	F	0	-	1209										
Cleopatrysm	Base	Base	0	0	0	23.92	0									TRUE	4	NP	F	0	-	416		TRUE	8	FC	AA	1270	2	753		TRUE	11	HC	A	1840	31	1326	2.39200000E+001									TRUE	4	NP	F	0	-	381		TRUE	9	NP	F	0	-	732		TRUE	11	NP	F	0	-	1199										
御千手メディテーション	Sub	SPA2	0	0	0	20.345	0									TRUE	4	NP	F	0	-	394		TRUE	9	FC	AA	1272	3	788		TRUE	11	HC	A	1565	33	1170	2.03450000E+001									TRUE	5	NP	F	0	-	424		TRUE	9	NP	F	0	-	787		TRUE	11	NP	F	0	-	1204										
KHAMEN BREAK	Bits	Bits	3000	7500	10500	24.867	0									FALSE	3	NP	F	0	-	298		FALSE	7	NP	F	0	-	723		TRUE	11	EX	A	1842	16	1281	2.48670000E+001									FALSE	3	NP	F	0	-	304		FALSE	8	NP	F	0	-	692		TRUE	10	NP	F	0	-	1154										
海神	Bits	Bits	7000	10000	12000	22.4775	0									FALSE	7	NP	F	0	-	585		TRUE	10	EX	A	1665	14	1084	2.24775000E+001	TRUE	12	NC	B	2042	97	1629										FALSE	7	NP	F	0	-	607		TRUE	10	NP	F	0	-	1145		TRUE	12	NP	F	0	-	1557										
KAISER PHOENIX	Bits	Bits	6500	10000	11500	23.4765	0									FALSE	7	NP	F	0	-	679		TRUE	10	EX	A	1739	12	1194	2.34765000E+001	TRUE	12	NP	F	0	-	1693		TRUE	12	NP	F	0	-	2026		FALSE	6	NP	F	0	-	687		TRUE	10	NP	F	0	-	1224		TRUE	11	NP	F	0	-	1473		TRUE	12	NP	F	0	-	2058		
SCHWARZSCHILD FIELD	Sub	SPA2	0	0	0	22.984	0									TRUE	6	NP	F	0	-	472		TRUE	9	FC	AA	1408	3	840		TRUE	11	HC	A	1768	45	1232	2.29840000E+001									TRUE	7	NP	F	0	-	653		TRUE	9	NP	F	0	-	806		TRUE	11	NP	F	0	-	1143										
Broken Sword	Sub	PD1	0	0	0	26.0275	0									TRUE	7	NP	F	0	-	658		TRUE	10	FC	AA	1795	5	1054	2.60275000E+001	TRUE	12	F	B	2323	101	1887										TRUE	6	NP	F	0	-	513		TRUE	9	NP	F	0	-	1123		TRUE	12	NP	F	0	-	1911										
Line 4 Ruin	Sub	PD1	0	0	0	26.838	0									TRUE	4	NP	F	0	-	363		TRUE	9	FC	AAA	1661	0	913		TRUE	11	EX	A	1988	16	1402	2.68380000E+001									TRUE	6	NP	F	0	-	612		TRUE	9	NP	F	0	-	827		TRUE	11	NP	F	0	-	1286										
Rave*it!! Rave*it!! 	Sub	PD1	0	0	0	22.0815	0									TRUE	6	NP	F	0	-	517		TRUE	9	EX	AA	1464	7	863		TRUE	12	EC	B	2103	185	1656	2.20815000E+001									TRUE	6	NP	F	0	-	497		TRUE	9	NP	F	0	-	824		TRUE	12	NP	F	0	-	1433										
Shooting Fireball	Sub	LC2	0	0	0	27.434	0									TRUE	6	NP	F	0	-	486		TRUE	10	FC	AA	1892	1	1181	2.74340000E+001	TRUE	12	F	B	2348	114	1983										TRUE	6	NP	F	0	-	508		TRUE	10	NP	F	0	-	1148		TRUE	12	NP	F	0	-	1842										
Say YEEEAHH	Bits	Bits	6000	9500	12000	27.168	0									FALSE	6	NP	F	0	-	610		TRUE	9	FC	AA	1594	0	952		TRUE	12	NC	A	2264	62	1677	2.71680000E+001									FALSE	6	NP	F	0	-	645		TRUE	10	NP	F	0	-	1219		TRUE	12	NP	F	0	-	1723										
Cosmic Cat	Sub	PD1	0	0	0	23.7195	0									TRUE	6	NP	F	0	-	476		TRUE	9	FC	AA	1486	0	892		TRUE	11	EX	A	1757	10	1166	2.37195000E+001	TRUE	12	NC	B	2118	87	1651		TRUE	6	NP	F	0	-	544		TRUE	8	NP	F	0	-	815		TRUE	10	NP	F	0	-	1147		TRUE	12	NP	F	0	-	1747		
Reflux	Sub	PD2	0	0	0	19.306	0									TRUE	5	NP	F	0	-	402		TRUE	9	EX	AA	1379	3	822	1.93060000E+001	TRUE	12	F	B	1896	124	1574										TRUE	6	NP	F	0	-	467		TRUE	9	NP	F	0	-	912		TRUE	12	NP	F	0	-	1693										
CHRONO DIVER -NORNIR-	Sub	PD2	0	0	0	32.4675	0									TRUE	5	NP	F	0	-	592		TRUE	9	FC	AA	1958	0	1124		TRUE	11	EX	A	2405	20	1568	3.24675000E+001	TRUE	12	NP	F	0	-	2233		TRUE	5	NP	F	0	-	625		TRUE	9	NP	F	0	-	1128		TRUE	11	NP	F	0	-	1582		TRUE	12	NP	F	0	-	2477		
表裏一体！？怪盗いいんちょの悩み♥	Sub	PD2	0	0	0	26.58	0									TRUE	6	NP	F	0	-	580		TRUE	10	EX	A	1715	18	1127		TRUE	12	HC	B	2215	71	1815	2.65800000E+001									TRUE	6	NP	F	0	-	716		TRUE	10	NP	F	0	-	1322		TRUE	12	NP	F	0	-	2122										
もっと！モット！ときめき feat. 松下	Base	Base	0	0	0	24.739	0									TRUE	6	NP	F	0	-	707		TRUE	9	EX	AA	1653	13	1061		TRUE	11	HC	A	1903	50	1424	2.47390000E+001									TRUE	6	NP	F	0	-	573		TRUE	9	NP	F	0	-	945		TRUE	11	NP	F	0	-	1266										
NEO GENERATOR SEVEN	Sub	PD1	0	0	0	27.408	0									TRUE	5	NP	F	0	-	469		TRUE	9	EX	AA	1648	3	974		TRUE	12	NC	A	2284	88	1690	2.74080000E+001									TRUE	6	NP	F	0	-	630		TRUE	10	NP	F	0	-	1129		TRUE	11	NP	F	0	-	1524										
共鳴遊戯の華	Bits	Bits	7000	10000	12000	25.6635	0									FALSE	7	NP	F	0	-	669		TRUE	10	EX	A	1901	11	1296	2.56635000E+001	TRUE	12	NP	F	0	-	2000										FALSE	7	NP	F	0	-	654		TRUE	10	NP	F	0	-	1395		TRUE	12	NP	F	0	-	2054										
chrono diver -fragment-	Sub	PD1	0	0	0	28.196	0									TRUE	3	NP	F	0	-	347		TRUE	6	NP	F	0	-	590		TRUE	9	FC	AAA	1606	2	900		TRUE	10	EX	AA	2014	1	1134	2.81960000E+001	TRUE	3	NP	F	0	-	322		TRUE	6	NP	F	0	-	633		TRUE	9	NP	F	0	-	896		TRUE	10	NP	F	0	-	1114		
AFRO KNUCKLE	Sub	PD2	0	0	0	27.048	0									TRUE	5	NP	F	0	-	496		TRUE	8	EX	AA	1493	6	917		TRUE	11	EX	AA	1932	11	1226	2.70480000E+001									TRUE	5	NP	F	0	-	446		TRUE	9	NP	F	0	-	920		TRUE	11	NP	F	0	-	1320										
Despair of ELFERIA	Bits	Bits	7000	10000	12000	27.748	0									FALSE	7	NP	F	0	-	642		TRUE	10	EX	AA	1982	8	1248	2.77480000E+001	TRUE	12	NP	F	0	-	2096										FALSE	7	NP	F	0	-	723		TRUE	10	NP	F	0	-	1328		TRUE	12	NP	F	0	-	2155										
Flashes	Sub	TRI2	0	0	0	20.874	0									TRUE	6	NP	F	0	-	489		TRUE	9	EX	AA	1491	12	931	2.08740000E+001	TRUE	12	F	C	1586	210	1691										TRUE	6	NP	F	0	-	596		TRUE	9	NP	F	0	-	1009		TRUE	12	NP	F	0	-	2090										
Symmetry	Sub	PD1	0	0	0	28.769	0									TRUE	6	NP	F	0	-	586		TRUE	10	EX	AA	1708	15	1082		TRUE	12	HC	A	2213	38	1659	2.87690000E+001									TRUE	6	NP	F	0	-	535		TRUE	9	NP	F	0	-	1118		TRUE	11	NP	F	0	-	1681										
FANTASTIC THREE	Sub	PD2	0	0	0	23.771	0									TRUE	7	NP	F	0	-	698		TRUE	10	EX	A	1722	10	1166		TRUE	12	NC	B	2161	87	1649	2.37710000E+001									TRUE	7	NP	F	0	-	682		TRUE	10	NP	F	0	-	1125		TRUE	12	NP	F	0	-	1794										
illuminate	Sub	PD2	0	0	0	24.1785	0									TRUE	3	NP	F	0	-	316		TRUE	8	FC	AA	1375	1	817		TRUE	10	EX	A	1791	9	1172	2.41785000E+001									TRUE	3	NP	F	0	-	297		TRUE	9	NP	F	0	-	832		TRUE	11	NP	F	0	-	1250										
subtractive	Sub	PD1	0	0	0	21.4515	0									TRUE	4	NP	F	0	-	458		TRUE	7	NP	F	0	-	695		TRUE	10	EX	A	1589	19	1059	2.14515000E+001									TRUE	4	NP	F	0	-	409		TRUE	7	NP	F	0	-	721		TRUE	10	NP	F	0	-	1052										
デンドロビウム	Sub	PD1	0	0	0	27.84	0									TRUE	4	NP	F	0	-	381		TRUE	8	FC	AA	1495	0	867		TRUE	10	FC	AA	1920	3	1205	2.78400000E+001									TRUE	5	NP	F	0	-	423		TRUE	8	NP	F	0	-	860		TRUE	10	NP	F	0	-	1201										
恋は白帯、サンシロー	Sub	PD1	0	0	0	31.108	0									TRUE	3	NP	F	0	-	377		TRUE	6	NP	F	0	-	664		TRUE	9	FC	AA	1738	3	1021		TRUE	11	EX	AA	2222	20	1395	3.11080000E+001	TRUE	4	NP	F	0	-	409		TRUE	6	NP	F	0	-	635		TRUE	9	NP	F	0	-	955		TRUE	11	NP	F	0	-	1494		
Chain of pain	Sub	PD2	0	0	0	22.734	0									TRUE	4	NP	F	0	-	396		TRUE	8	FC	AA	1343	2	789		TRUE	10	EX	A	1684	18	1130	2.27340000E+001									TRUE	7	NP	F	0	-	610		TRUE	9	NP	F	0	-	939		TRUE	11	NP	F	0	-	1301										
白露の風	Sub	PD2	0	0	0	24.7515	0									TRUE	2	NP	F	0	-	240		TRUE	6	NP	F	0	-	639		TRUE	9	FC	AA	1707	1	1018	2.47515000E+001									TRUE	2	NP	F	0	-	223		TRUE	6	NP	F	0	-	555		TRUE	9	NP	F	0	-	951										
Beat Radiance	Base	Base	0	0	0	31.556	0									TRUE	5	NP	F	0	-	505		TRUE	8	FC	AAA	1475	3	826		TRUE	10	EX	AA	2254	10	1335	3.15560000E+001	TRUE	12	NC	B	2383	84	1809		TRUE	5	NP	F	0	-	420		TRUE	8	NP	F	0	-	716		TRUE	10	NP	F	0	-	1354		TRUE	12	NP	F	0	-	1887		
GUILTY	Sub	PD2	0	0	0	21.042	0									TRUE	5	NP	F	0	-	509		TRUE	8	FC	A	1237	0	798		TRUE	10	EX	AA	1503	7	966	2.10420000E+001									TRUE	5	NP	F	0	-	521		TRUE	9	NP	F	0	-	837		TRUE	11	NP	F	0	-	1087										
COLOSSEUM 	Sub	PD1	0	0	0	23.382	0									TRUE	4	NP	F	0	-	295		TRUE	7	NP	F	0	-	627		TRUE	11	EX	A	1732	15	1159	2.33820000E+001									TRUE	4	NP	F	0	-	353		TRUE	8	NP	F	0	-	684		TRUE	10	NP	F	0	-	1184										
超青少年ノ為ノ超多幸ナ超古典的超舞曲	Sub	PD2	0	0	0	27.6	0									TRUE	6	NP	F	0	-	531		TRUE	9	FC	AAA	1840	0	1028	2.76000000E+001	TRUE	11	HC	A	1968	26	1350		TRUE	12	F	C	2058	254	2110		TRUE	6	NP	F	0	-	529		TRUE	8	NP	F	0	-	973		TRUE	12	NP	F	0	-	1651		TRUE	12	NP	F	0	-	2257		
リリーゼと炎龍レーヴァテイン	Base	Base	0	0	0	24.3405	0									TRUE	6	NP	F	0	-	504		TRUE	10	EX	A	1803	13	1186	2.43405000E+001	TRUE	12	F	B	2276	135	1771										TRUE	6	NP	F	0	-	567		TRUE	10	NP	F	0	-	1264		TRUE	12	NP	F	0	-	1848										
cinder	Sub	PD1	0	0	0	24.262	0									TRUE	5	NP	F	0	-	432		TRUE	9	EX	AA	1733	15	1037	2.42620000E+001	TRUE	12	F	B	1865	96	1601										TRUE	5	NP	F	0	-	573		TRUE	9	NP	F	0	-	1139		TRUE	12	NP	F	0	-	1764										
Realize Maze	Sub	PD1	0	0	0	28.647	0									TRUE	6	NP	F	0	-	642		TRUE	9	FC	AA	1811	2	1054		TRUE	11	EX	A	2122	16	1503	2.86470000E+001									TRUE	6	NP	F	0	-	677		TRUE	9	NP	F	0	-	1152		TRUE	11	NP	F	0	-	1539										
Ｘ↑Ｘ↓	Sub	PD2	0	0	0	25.948	0									TRUE	5	NP	F	0	-	477		TRUE	8	FC	AA	1525	0	907		TRUE	11	HC	A	1996	53	1485	2.59480000E+001									TRUE	5	NP	F	0	-	559		TRUE	9	NP	F	0	-	1035		TRUE	12	NP	F	0	-	1658										
